product_name,date,quantity_sold,price_per_kg
Papaya,2023-02-28,280,87
Grapes,2023-02-28,447,91
Tomato,2023-03-01,260,64
Potato,2023-03-01,152,86
Onion,2023-03-01,293,64
Carrot,2023-03-01,317,102
Cabbage,2023-03-01,442,78
Brinjal,2023-03-01,337,22
Cauliflower,2023-03-01,233,16
Spinach,2023-03-01,311,40
Beans,2023-03-01,423,21
Apple,2023-03-01,158,88
Banana,2023-03-01,109,39
Mango,2023-03-01,146,85
Orange,2023-03-01,394,105
Papaya,2023-03-01,102,87
Grapes,2023-03-01,315,65
Tomato,2023-03-02,350,78
Potato,2023-03-02,209,113
Onion,2023-03-02,362,42
Carrot,2023-03-02,71,25
Cabbage,2023-03-02,363,26
Brinjal,2023-03-02,218,66
Cauliflower,2023-03-02,461,97
Spinach,2023-03-02,428,83
Beans,2023-03-02,362,38
Apple,2023-03-02,167,30
Banana,2023-03-02,292,93
Mango,2023-03-02,227,55
Orange,2023-03-02,180,12
Papaya,2023-03-02,97,59
Grapes,2023-03-02,117,73
Tomato,2023-03-03,114,77
Potato,2023-03-03,467,111
Onion,2023-03-03,169,46
Carrot,2023-03-03,345,42
Cabbage,2023-03-03,234,110
Brinjal,2023-03-03,389,71
Cauliflower,2023-03-03,100,96
Spinach,2023-03-03,166,117
Beans,2023-03-03,231,79
Apple,2023-03-03,169,13
Banana,2023-03-03,499,11
Mango,2023-03-03,331,80
Orange,2023-03-03,255,28
Papaya,2023-03-03,234,33
Grapes,2023-03-03,425,47
Tomato,2023-03-04,206,100
Potato,2023-03-04,160,120
Onion,2023-03-04,169,18
Carrot,2023-03-04,121,78
Cabbage,2023-03-04,361,93
Brinjal,2023-03-04,313,77
Cauliflower,2023-03-04,326,21
Spinach,2023-03-04,55,66
Beans,2023-03-04,435,33
Apple,2023-03-04,78,68
Banana,2023-03-04,199,19
Mango,2023-03-04,416,54
Orange,2023-03-04,472,97
Papaya,2023-03-04,484,101
Grapes,2023-03-04,238,107
Tomato,2023-03-05,173,116
Potato,2023-03-05,82,81
Onion,2023-03-05,288,42
Carrot,2023-03-05,367,85
Cabbage,2023-03-05,140,119
Brinjal,2023-03-05,214,79
Cauliflower,2023-03-05,343,31
Spinach,2023-03-05,453,118
Beans,2023-03-05,114,40
Apple,2023-03-05,230,26
Banana,2023-03-05,228,60
Mango,2023-03-05,117,52
Orange,2023-03-05,303,103
Papaya,2023-03-05,243,14
Grapes,2023-03-05,195,32
Tomato,2023-03-06,391,63
Potato,2023-03-06,313,30
Onion,2023-03-06,455,74
Carrot,2023-03-06,390,42
Cabbage,2023-03-06,155,94
Brinjal,2023-03-06,454,10
Cauliflower,2023-03-06,108,96
Spinach,2023-03-06,303,11
Beans,2023-03-06,405,30
Apple,2023-03-06,125,100
Banana,2023-03-06,500,96
Mango,2023-03-06,117,15
Orange,2023-03-06,70,32
Papaya,2023-03-06,487,82
Grapes,2023-03-06,92,38
Tomato,2023-03-07,500,112
Potato,2023-03-07,323,28
Onion,2023-03-07,393,31
Carrot,2023-03-07,383,109
Cabbage,2023-03-07,151,80
Brinjal,2023-03-07,275,53
Cauliflower,2023-03-07,409,46
Spinach,2023-03-07,448,15
Beans,2023-03-07,82,80
Apple,2023-03-07,477,22
Banana,2023-03-07,66,36
Mango,2023-03-07,459,116
Orange,2023-03-07,109,113
Papaya,2023-03-07,444,80
Grapes,2023-03-07,349,86
Tomato,2023-03-08,251,34
Potato,2023-03-08,105,79
Onion,2023-03-08,77,73
Carrot,2023-03-08,104,72
Cabbage,2023-03-08,335,113
Brinjal,2023-03-08,72,120
Cauliflower,2023-03-08,356,38
Spinach,2023-03-08,430,92
Beans,2023-03-08,357,72
Apple,2023-03-08,282,109
Banana,2023-03-08,108,52
Mango,2023-03-08,287,86
Orange,2023-03-08,495,107
Papaya,2023-03-08,160,26
Grapes,2023-03-08,200,67
Tomato,2023-03-09,490,21
Potato,2023-03-09,292,25
Onion,2023-03-09,134,73
Carrot,2023-03-09,421,46
Cabbage,2023-03-09,275,40
Brinjal,2023-03-09,285,84
Cauliflower,2023-03-09,410,70
Spinach,2023-03-09,254,96
Beans,2023-03-09,245,76
Apple,2023-03-09,171,51
Banana,2023-03-09,418,35
Mango,2023-03-09,492,75
Orange,2023-03-09,413,14
Papaya,2023-03-09,167,19
Grapes,2023-03-09,387,57
Tomato,2023-03-10,99,119
Potato,2023-03-10,354,111
Onion,2023-03-10,412,47
Carrot,2023-03-10,166,11
Cabbage,2023-03-10,123,90
Brinjal,2023-03-10,131,100
Cauliflower,2023-03-10,277,53
Spinach,2023-03-10,202,32
Beans,2023-03-10,458,59
Apple,2023-03-10,371,81
Banana,2023-03-10,394,60
Mango,2023-03-10,416,28
Orange,2023-03-10,499,38
Papaya,2023-03-10,162,36
Grapes,2023-03-10,151,104
Tomato,2023-03-11,267,31
Potato,2023-03-11,346,68
Onion,2023-03-11,92,28
Carrot,2023-03-11,55,56
Cabbage,2023-03-11,444,64
Brinjal,2023-03-11,319,22
Cauliflower,2023-03-11,340,104
Spinach,2023-03-11,355,62
Beans,2023-03-11,483,82
Apple,2023-03-11,495,99
Banana,2023-03-11,85,91
Mango,2023-03-11,181,76
Orange,2023-03-11,284,112
Papaya,2023-03-11,135,39
Grapes,2023-03-11,410,89
Tomato,2023-03-12,477,88
Potato,2023-03-12,382,54
Onion,2023-03-12,134,21
Carrot,2023-03-12,435,11
Cabbage,2023-03-12,452,41
Brinjal,2023-03-12,263,110
Cauliflower,2023-03-12,415,50
Spinach,2023-03-12,141,103
Beans,2023-03-12,407,49
Apple,2023-03-12,369,11
Banana,2023-03-12,302,11
Mango,2023-03-12,333,100
Orange,2023-03-12,317,17
Papaya,2023-03-12,174,104
Grapes,2023-03-12,166,64
Tomato,2023-03-13,91,17
Potato,2023-03-13,281,20
Onion,2023-03-13,451,88
Carrot,2023-03-13,454,14
Cabbage,2023-03-13,203,36
Brinjal,2023-03-13,360,114
Cauliflower,2023-03-13,328,114
Spinach,2023-03-13,187,37
Beans,2023-03-13,371,98
Apple,2023-03-13,324,40
Banana,2023-03-13,73,101
Mango,2023-03-13,477,21
Orange,2023-03-13,398,14
Papaya,2023-03-13,457,94
Grapes,2023-03-13,268,118
Tomato,2023-03-14,97,12
Potato,2023-03-14,267,59
Onion,2023-03-14,126,72
Carrot,2023-03-14,367,81
Cabbage,2023-03-14,97,89
Brinjal,2023-03-14,468,13
Cauliflower,2023-03-14,135,61
Spinach,2023-03-14,109,75
Beans,2023-03-14,348,45
Apple,2023-03-14,112,45
Banana,2023-03-14,289,57
Mango,2023-03-14,230,112
Orange,2023-03-14,61,100
Papaya,2023-03-14,166,39
Grapes,2023-03-14,449,20
Tomato,2023-03-15,56,24
Potato,2023-03-15,402,85
Onion,2023-03-15,266,95
Carrot,2023-03-15,451,47
Cabbage,2023-03-15,171,97
Brinjal,2023-03-15,129,74
Cauliflower,2023-03-15,362,59
Spinach,2023-03-15,491,100
Beans,2023-03-15,271,57
Apple,2023-03-15,93,41
Banana,2023-03-15,76,33
Mango,2023-03-15,108,72
Orange,2023-03-15,100,75
Papaya,2023-03-15,278,118
Grapes,2023-03-15,380,72
Tomato,2023-03-16,175,36
Potato,2023-03-16,458,26
Onion,2023-03-16,305,37
Carrot,2023-03-16,459,23
Cabbage,2023-03-16,478,69
Brinjal,2023-03-16,400,114
Cauliflower,2023-03-16,285,71
Spinach,2023-03-16,206,55
Beans,2023-03-16,244,25
Apple,2023-03-16,462,21
Banana,2023-03-16,339,75
Mango,2023-03-16,174,114
Orange,2023-03-16,73,78
Papaya,2023-03-16,125,13
Grapes,2023-03-16,380,114
Tomato,2023-03-17,364,66
Potato,2023-03-17,182,51
Onion,2023-03-17,226,92
Carrot,2023-03-17,232,108
Cabbage,2023-03-17,322,22
Brinjal,2023-03-17,301,64
Cauliflower,2023-03-17,408,69
Spinach,2023-03-17,66,81
Beans,2023-03-17,268,34
Apple,2023-03-17,134,51
Banana,2023-03-17,322,76
Mango,2023-03-17,300,71
Orange,2023-03-17,270,96
Papaya,2023-03-17,154,46
Grapes,2023-03-17,89,84
Tomato,2023-03-18,234,67
Potato,2023-03-18,427,26
Onion,2023-03-18,338,71
Carrot,2023-03-18,121,11
Cabbage,2023-03-18,354,90
Brinjal,2023-03-18,402,58
Cauliflower,2023-03-18,211,106
Spinach,2023-03-18,210,79
Beans,2023-03-18,177,91
Apple,2023-03-18,392,71
Banana,2023-03-18,139,104
Mango,2023-03-18,113,80
Orange,2023-03-18,297,120
Papaya,2023-03-18,437,93
Grapes,2023-03-18,97,54
Tomato,2023-03-19,257,46
Potato,2023-03-19,369,110
Onion,2023-03-19,448,38
Carrot,2023-03-19,67,106
Cabbage,2023-03-19,108,38
Brinjal,2023-03-19,264,83
Cauliflower,2023-03-19,84,37
Spinach,2023-03-19,372,25
Beans,2023-03-19,70,92
Apple,2023-03-19,284,53
Banana,2023-03-19,55,94
Mango,2023-03-19,418,40
Orange,2023-03-19,235,89
Papaya,2023-03-19,66,27
Grapes,2023-03-19,255,78
Tomato,2023-03-20,342,85
Potato,2023-03-20,86,112
Onion,2023-03-20,472,107
Carrot,2023-03-20,408,95
Cabbage,2023-03-20,494,89
Brinjal,2023-03-20,156,41
Cauliflower,2023-03-20,283,71
Spinach,2023-03-20,158,70
Beans,2023-03-20,148,89
Apple,2023-03-20,332,91
Banana,2023-03-20,277,94
Mango,2023-03-20,427,81
Orange,2023-03-20,465,115
Papaya,2023-03-20,339,16
Grapes,2023-03-20,322,61
Tomato,2023-03-21,381,12
Potato,2023-03-21,378,37
Onion,2023-03-21,426,31
Carrot,2023-03-21,223,70
Cabbage,2023-03-21,169,100
Brinjal,2023-03-21,148,37
Cauliflower,2023-03-21,384,51
Spinach,2023-03-21,185,47
Beans,2023-03-21,491,46
Apple,2023-03-21,94,35
Banana,2023-03-21,178,97
Mango,2023-03-21,374,101
Orange,2023-03-21,402,104
Papaya,2023-03-21,453,21
Grapes,2023-03-21,168,21
Tomato,2023-03-22,465,107
Potato,2023-03-22,472,36
Onion,2023-03-22,478,111
Carrot,2023-03-22,435,37
Cabbage,2023-03-22,138,38
Brinjal,2023-03-22,88,86
Cauliflower,2023-03-22,479,96
Spinach,2023-03-22,484,120
Beans,2023-03-22,393,23
Apple,2023-03-22,490,19
Banana,2023-03-22,125,40
Mango,2023-03-22,93,52
Orange,2023-03-22,237,15
Papaya,2023-03-22,363,50
Grapes,2023-03-22,349,63
Tomato,2023-03-23,74,37
Potato,2023-03-23,228,102
Onion,2023-03-23,136,74
Carrot,2023-03-23,356,68
Cabbage,2023-03-23,399,54
Brinjal,2023-03-23,453,104
Cauliflower,2023-03-23,120,51
Spinach,2023-03-23,295,103
Beans,2023-03-23,100,97
Apple,2023-03-23,270,103
Banana,2023-03-23,164,20
Mango,2023-03-23,95,57
Orange,2023-03-23,149,38
Papaya,2023-03-23,168,47
Grapes,2023-03-23,382,75
Tomato,2023-03-24,148,37
Potato,2023-03-24,153,88
Onion,2023-03-24,495,106
Carrot,2023-03-24,56,79
Cabbage,2023-03-24,498,53
Brinjal,2023-03-24,463,29
Cauliflower,2023-03-24,131,28
Spinach,2023-03-24,203,116
Beans,2023-03-24,498,28
Apple,2023-03-24,291,105
Banana,2023-03-24,400,35
Mango,2023-03-24,224,88
Orange,2023-03-24,84,96
Papaya,2023-03-24,387,110
Grapes,2023-03-24,379,52
Tomato,2023-03-25,289,79
Potato,2023-03-25,331,68
Onion,2023-03-25,233,78
Carrot,2023-03-25,182,120
Cabbage,2023-03-25,483,29
Brinjal,2023-03-25,303,74
Cauliflower,2023-03-25,332,43
Spinach,2023-03-25,206,42
Beans,2023-03-25,320,98
Apple,2023-03-25,136,15
Banana,2023-03-25,296,97
Mango,2023-03-25,330,14
Orange,2023-03-25,173,28
Papaya,2023-03-25,399,104
Grapes,2023-03-25,272,76
Tomato,2023-03-26,407,28
Potato,2023-03-26,196,22
Onion,2023-03-26,182,11
Carrot,2023-03-26,466,17
Cabbage,2023-03-26,465,85
Brinjal,2023-03-26,279,19
Cauliflower,2023-03-26,128,56
Spinach,2023-03-26,75,28
Beans,2023-03-26,135,43
Apple,2023-03-26,396,90
Banana,2023-03-26,254,119
Mango,2023-03-26,260,56
Orange,2023-03-26,460,75
Papaya,2023-03-26,327,113
Grapes,2023-03-26,248,78
Tomato,2023-03-27,362,69
Potato,2023-03-27,76,46
Onion,2023-03-27,162,10
Carrot,2023-03-27,360,50
Cabbage,2023-03-27,336,24
Brinjal,2023-03-27,482,73
Cauliflower,2023-03-27,205,109
Spinach,2023-03-27,250,12
Beans,2023-03-27,421,18
Apple,2023-03-27,207,111
Banana,2023-03-27,367,16
Mango,2023-03-27,488,66
Orange,2023-03-27,149,29
Papaya,2023-03-27,319,92
Grapes,2023-03-27,439,46
Tomato,2023-03-28,419,10
Potato,2023-03-28,496,16
Onion,2023-03-28,424,69
Carrot,2023-03-28,481,28
Cabbage,2023-03-28,61,32
Brinjal,2023-03-28,300,64
Cauliflower,2023-03-28,330,16
Spinach,2023-03-28,173,94
Beans,2023-03-28,90,112
Apple,2023-03-28,231,96
Banana,2023-03-28,401,30
Mango,2023-03-28,96,14
Orange,2023-03-28,475,51
Papaya,2023-03-28,114,67
Grapes,2023-03-28,498,27
Tomato,2023-03-29,471,28
Potato,2023-03-29,175,97
Onion,2023-03-29,464,41
Carrot,2023-03-29,358,82
Cabbage,2023-03-29,400,85
Brinjal,2023-03-29,429,54
Cauliflower,2023-03-29,270,49
Spinach,2023-03-29,338,17
Beans,2023-03-29,344,59
Apple,2023-03-29,312,46
Banana,2023-03-29,308,20
Mango,2023-03-29,208,119
Orange,2023-03-29,405,23
Papaya,2023-03-29,429,108
Grapes,2023-03-29,493,109
Tomato,2023-03-30,446,52
Potato,2023-03-30,265,56
Onion,2023-03-30,246,59
Carrot,2023-03-30,296,103
Cabbage,2023-03-30,213,106
Brinjal,2023-03-30,422,39
Cauliflower,2023-03-30,271,111
Spinach,2023-03-30,282,40
Beans,2023-03-30,349,59
Apple,2023-03-30,353,32
Banana,2023-03-30,111,109
Mango,2023-03-30,488,54
Orange,2023-03-30,241,110
Papaya,2023-03-30,181,99
Grapes,2023-03-30,438,72
Tomato,2023-03-31,491,100
Potato,2023-03-31,145,18
Onion,2023-03-31,358,75
Carrot,2023-03-31,417,112
Cabbage,2023-03-31,129,61
Brinjal,2023-03-31,213,32
Cauliflower,2023-03-31,234,107
Spinach,2023-03-31,449,107
Beans,2023-03-31,233,72
Apple,2023-03-31,385,43
Banana,2023-03-31,206,95
Mango,2023-03-31,364,120
Orange,2023-03-31,201,95
Papaya,2023-03-31,213,82
Grapes,2023-03-31,494,103
Tomato,2023-04-01,227,22
Potato,2023-04-01,410,116
Onion,2023-04-01,255,90
Carrot,2023-04-01,161,73
Cabbage,2023-04-01,471,112
Brinjal,2023-04-01,216,31
Cauliflower,2023-04-01,272,86
Spinach,2023-04-01,450,41
Beans,2023-04-01,352,64
Apple,2023-04-01,56,118
Banana,2023-04-01,382,15
Mango,2023-04-01,56,26
Orange,2023-04-01,361,109
Papaya,2023-04-01,92,53
Grapes,2023-04-01,485,28
Tomato,2023-04-02,144,49
Potato,2023-04-02,156,84
Onion,2023-04-02,412,23
Carrot,2023-04-02,408,97
Cabbage,2023-04-02,278,94
Brinjal,2023-04-02,128,53
Cauliflower,2023-04-02,467,116
Spinach,2023-04-02,96,44
Beans,2023-04-02,386,20
Apple,2023-04-02,369,27
Banana,2023-04-02,55,18
Mango,2023-04-02,451,111
Orange,2023-04-02,206,12
Papaya,2023-04-02,294,66
Grapes,2023-04-02,404,61
Tomato,2023-04-03,115,95
Potato,2023-04-03,138,72
Onion,2023-04-03,250,102
Carrot,2023-04-03,116,47
Cabbage,2023-04-03,244,54
Brinjal,2023-04-03,395,89
Cauliflower,2023-04-03,80,39
Spinach,2023-04-03,247,120
Beans,2023-04-03,288,116
Apple,2023-04-03,87,67
Banana,2023-04-03,55,33
Mango,2023-04-03,96,34
Orange,2023-04-03,424,55
Papaya,2023-04-03,213,111
Grapes,2023-04-03,261,100
Tomato,2023-04-04,487,78
Potato,2023-04-04,357,113
Onion,2023-04-04,326,49
Carrot,2023-04-04,389,20
Cabbage,2023-04-04,268,89
Brinjal,2023-04-04,118,102
Cauliflower,2023-04-04,204,90
Spinach,2023-04-04,148,72
Beans,2023-04-04,266,113
Apple,2023-04-04,498,13
Banana,2023-04-04,200,12
Mango,2023-04-04,369,35
Orange,2023-04-04,253,34
Papaya,2023-04-04,250,96
Grapes,2023-04-04,90,22
Tomato,2023-04-05,51,89
Potato,2023-04-05,334,118
Onion,2023-04-05,270,27
Carrot,2023-04-05,100,56
Cabbage,2023-04-05,162,101
Brinjal,2023-04-05,435,32
Cauliflower,2023-04-05,162,101
Spinach,2023-04-05,378,66
Beans,2023-04-05,150,96
Apple,2023-04-05,413,119
Banana,2023-04-05,447,104
Mango,2023-04-05,310,85
Orange,2023-04-05,215,34
Papaya,2023-04-05,91,43
Grapes,2023-04-05,213,73
Tomato,2023-04-06,147,117
Potato,2023-04-06,244,103
Onion,2023-04-06,322,43
Carrot,2023-04-06,411,77
Cabbage,2023-04-06,273,20
Brinjal,2023-04-06,305,60
Cauliflower,2023-04-06,115,44
Spinach,2023-04-06,98,33
Beans,2023-04-06,298,60
Apple,2023-04-06,233,48
Banana,2023-04-06,221,108
Mango,2023-04-06,412,79
Orange,2023-04-06,132,77
Papaya,2023-04-06,420,57
Grapes,2023-04-06,104,20
Tomato,2023-04-07,494,29
Potato,2023-04-07,347,119
Onion,2023-04-07,341,96
Carrot,2023-04-07,73,86
Cabbage,2023-04-07,414,115
Brinjal,2023-04-07,320,39
Cauliflower,2023-04-07,387,56
Spinach,2023-04-07,193,41
Beans,2023-04-07,223,48
Apple,2023-04-07,254,89
Banana,2023-04-07,258,70
Mango,2023-04-07,452,77
Orange,2023-04-07,372,78
Papaya,2023-04-07,356,110
Grapes,2023-04-07,290,34
Tomato,2023-04-08,180,108
Potato,2023-04-08,419,10
Onion,2023-04-08,500,106
Carrot,2023-04-08,137,120
Cabbage,2023-04-08,116,17
Brinjal,2023-04-08,89,32
Cauliflower,2023-04-08,116,79
Spinach,2023-04-08,67,87
Beans,2023-04-08,400,114
Apple,2023-04-08,276,34
Banana,2023-04-08,124,79
Mango,2023-04-08,377,30
Orange,2023-04-08,154,114
Papaya,2023-04-08,462,37
Grapes,2023-04-08,137,18
Tomato,2023-04-09,113,91
Potato,2023-04-09,196,80
Onion,2023-04-09,489,24
Carrot,2023-04-09,395,43
Cabbage,2023-04-09,348,23
Brinjal,2023-04-09,275,97
Cauliflower,2023-04-09,379,33
Spinach,2023-04-09,263,26
Beans,2023-04-09,254,16
Apple,2023-04-09,201,61
Banana,2023-04-09,481,55
Mango,2023-04-09,87,100
Orange,2023-04-09,457,54
Papaya,2023-04-09,439,30
Grapes,2023-04-09,260,13
Tomato,2023-04-10,165,56
Potato,2023-04-10,336,118
Onion,2023-04-10,467,76
Carrot,2023-04-10,357,52
Cabbage,2023-04-10,244,85
Brinjal,2023-04-10,222,93
Cauliflower,2023-04-10,257,21
Spinach,2023-04-10,103,21
Beans,2023-04-10,144,108
Apple,2023-04-10,472,18
Banana,2023-04-10,200,112
Mango,2023-04-10,205,83
Orange,2023-04-10,350,116
Papaya,2023-04-10,234,90
Grapes,2023-04-10,275,42
Tomato,2023-04-11,362,10
Potato,2023-04-11,280,14
Onion,2023-04-11,201,98
Carrot,2023-04-11,236,11
Cabbage,2023-04-11,473,105
Brinjal,2023-04-11,88,44
Cauliflower,2023-04-11,427,15
Spinach,2023-04-11,344,101
Beans,2023-04-11,339,45
Apple,2023-04-11,70,37
Banana,2023-04-11,72,20
Mango,2023-04-11,470,41
Orange,2023-04-11,465,49
Papaya,2023-04-11,316,39
Grapes,2023-04-11,392,102
Tomato,2023-04-12,364,85
Potato,2023-04-12,347,78
Onion,2023-04-12,51,35
Carrot,2023-04-12,278,111
Cabbage,2023-04-12,403,82
Brinjal,2023-04-12,268,101
Cauliflower,2023-04-12,411,25
Spinach,2023-04-12,228,68
Beans,2023-04-12,327,103
Apple,2023-04-12,57,79
Banana,2023-04-12,351,119
Mango,2023-04-12,195,26
Orange,2023-04-12,230,117
Papaya,2023-04-12,473,100
Grapes,2023-04-12,267,91
Tomato,2023-04-13,300,86
Potato,2023-04-13,238,70
Onion,2023-04-13,406,52
Carrot,2023-04-13,435,106
Cabbage,2023-04-13,74,31
Brinjal,2023-04-13,467,75
Cauliflower,2023-04-13,323,84
Spinach,2023-04-13,157,86
Beans,2023-04-13,366,59
Apple,2023-04-13,371,21
Banana,2023-04-13,303,66
Mango,2023-04-13,117,89
Orange,2023-04-13,348,90
Papaya,2023-04-13,499,93
Grapes,2023-04-13,203,39
Tomato,2023-04-14,221,63
Potato,2023-04-14,293,86
Onion,2023-04-14,461,46
Carrot,2023-04-14,350,38
Cabbage,2023-04-14,265,81
Brinjal,2023-04-14,477,18
Cauliflower,2023-04-14,230,85
Spinach,2023-04-14,272,106
Beans,2023-04-14,204,88
Apple,2023-04-14,451,46
Banana,2023-04-14,155,108
Mango,2023-04-14,295,72
Orange,2023-04-14,200,35
Papaya,2023-04-14,325,10
Grapes,2023-04-14,52,47
Tomato,2023-04-15,414,94
Potato,2023-04-15,153,98
Onion,2023-04-15,133,96
Carrot,2023-04-15,339,25
Cabbage,2023-04-15,161,109
Brinjal,2023-04-15,445,54
Cauliflower,2023-04-15,317,99
Spinach,2023-04-15,158,77
Beans,2023-04-15,367,93
Apple,2023-04-15,457,107
Banana,2023-04-15,312,79
Mango,2023-04-15,241,101
Orange,2023-04-15,221,75
Papaya,2023-04-15,315,42
Grapes,2023-04-15,468,90
Tomato,2023-04-16,216,21
Potato,2023-04-16,325,25
Onion,2023-04-16,418,96
Carrot,2023-04-16,199,18
Cabbage,2023-04-16,284,29
Brinjal,2023-04-16,323,54
Cauliflower,2023-04-16,114,40
Spinach,2023-04-16,446,90
Beans,2023-04-16,190,28
Apple,2023-04-16,247,13
Banana,2023-04-16,130,61
Mango,2023-04-16,353,92
Orange,2023-04-16,252,66
Papaya,2023-04-16,432,98
Grapes,2023-04-16,453,99
Tomato,2023-04-17,223,33
Potato,2023-04-17,303,34
Onion,2023-04-17,88,47
Carrot,2023-04-17,486,95
Cabbage,2023-04-17,96,15
Brinjal,2023-04-17,277,64
Cauliflower,2023-04-17,128,114
Spinach,2023-04-17,294,73
Beans,2023-04-17,121,70
Apple,2023-04-17,448,108
Banana,2023-04-17,217,31
Mango,2023-04-17,162,13
Orange,2023-04-17,168,38
Papaya,2023-04-17,350,58
Grapes,2023-04-17,461,44
Tomato,2023-04-18,237,22
Potato,2023-04-18,360,47
Onion,2023-04-18,395,106
Carrot,2023-04-18,116,81
Cabbage,2023-04-18,366,30
Brinjal,2023-04-18,333,13
Cauliflower,2023-04-18,159,52
Spinach,2023-04-18,315,62
Beans,2023-04-18,368,61
Apple,2023-04-18,172,18
Banana,2023-04-18,423,88
Mango,2023-04-18,198,118
Orange,2023-04-18,280,52
Papaya,2023-04-18,119,82
Grapes,2023-04-18,93,13
Tomato,2023-04-19,383,84
Potato,2023-04-19,456,108
Onion,2023-04-19,499,40
Carrot,2023-04-19,233,92
Cabbage,2023-04-19,182,45
Brinjal,2023-04-19,101,55
Cauliflower,2023-04-19,180,53
Spinach,2023-04-19,438,18
Beans,2023-04-19,479,88
Apple,2023-04-19,453,10
Banana,2023-04-19,211,14
Mango,2023-04-19,308,79
Orange,2023-04-19,416,45
Papaya,2023-04-19,230,113
Grapes,2023-04-19,145,118
Tomato,2023-04-20,401,24
Potato,2023-04-20,328,72
Onion,2023-04-20,285,120
Carrot,2023-04-20,135,53
Cabbage,2023-04-20,440,77
Brinjal,2023-04-20,217,31
Cauliflower,2023-04-20,430,113
Spinach,2023-04-20,148,59
Beans,2023-04-20,98,38
Apple,2023-04-20,335,83
Banana,2023-04-20,477,58
Mango,2023-04-20,362,97
Orange,2023-04-20,426,18
Papaya,2023-04-20,299,16
Grapes,2023-04-20,119,45
Tomato,2023-04-21,164,89
Potato,2023-04-21,86,26
Onion,2023-04-21,266,115
Carrot,2023-04-21,310,12
Cabbage,2023-04-21,310,72
Brinjal,2023-04-21,186,116
Cauliflower,2023-04-21,337,14
Spinach,2023-04-21,451,56
Beans,2023-04-21,88,88
Apple,2023-04-21,122,36
Banana,2023-04-21,178,20
Mango,2023-04-21,310,88
Orange,2023-04-21,54,107
Papaya,2023-04-21,468,24
Grapes,2023-04-21,230,28
Tomato,2023-04-22,232,34
Potato,2023-04-22,252,19
Onion,2023-04-22,114,48
Carrot,2023-04-22,183,112
Cabbage,2023-04-22,350,113
Brinjal,2023-04-22,480,35
Cauliflower,2023-04-22,466,106
Spinach,2023-04-22,150,107
Beans,2023-04-22,90,44
Apple,2023-04-22,154,115
Banana,2023-04-22,382,15
Mango,2023-04-22,190,89
Orange,2023-04-22,492,106
Papaya,2023-04-22,78,62
Grapes,2023-04-22,398,22
Tomato,2023-04-23,327,10
Potato,2023-04-23,202,107
Onion,2023-04-23,412,79
Carrot,2023-04-23,242,39
Cabbage,2023-04-23,161,113
Brinjal,2023-04-23,289,100
Cauliflower,2023-04-23,435,114
Spinach,2023-04-23,364,32
Beans,2023-04-23,143,42
Apple,2023-04-23,457,104
Banana,2023-04-23,189,69
Mango,2023-04-23,449,89
Orange,2023-04-23,110,41
Papaya,2023-04-23,495,115
Grapes,2023-04-23,169,24
Tomato,2023-04-24,66,52
Potato,2023-04-24,471,70
Onion,2023-04-24,268,36
Carrot,2023-04-24,411,62
Cabbage,2023-04-24,148,64
Brinjal,2023-04-24,330,57
Cauliflower,2023-04-24,191,88
Spinach,2023-04-24,181,63
Beans,2023-04-24,251,100
Apple,2023-04-24,372,67
Banana,2023-04-24,229,33
Mango,2023-04-24,360,89
Orange,2023-04-24,210,114
Papaya,2023-04-24,391,115
Grapes,2023-04-24,368,74
Tomato,2023-04-25,260,42
Potato,2023-04-25,321,12
Onion,2023-04-25,192,48
Carrot,2023-04-25,354,10
Cabbage,2023-04-25,166,53
Brinjal,2023-04-25,224,103
Cauliflower,2023-04-25,233,53
Spinach,2023-04-25,420,115
Beans,2023-04-25,346,23
Apple,2023-04-25,138,115
Banana,2023-04-25,86,63
Mango,2023-04-25,294,26
Orange,2023-04-25,306,22
Papaya,2023-04-25,362,79
Grapes,2023-04-25,273,36
Tomato,2023-04-26,74,73
Potato,2023-04-26,316,119
Onion,2023-04-26,142,25
Carrot,2023-04-26,378,39
Cabbage,2023-04-26,223,11
Brinjal,2023-04-26,228,24
Cauliflower,2023-04-26,85,57
Spinach,2023-04-26,394,47
Beans,2023-04-26,347,55
Apple,2023-04-26,216,90
Banana,2023-04-26,59,39
Mango,2023-04-26,438,74
Orange,2023-04-26,376,56
Papaya,2023-04-26,324,38
Grapes,2023-04-26,86,69
Tomato,2023-04-27,496,33
Potato,2023-04-27,196,106
Onion,2023-04-27,224,50
Carrot,2023-04-27,342,66
Cabbage,2023-04-27,480,60
Brinjal,2023-04-27,167,108
Cauliflower,2023-04-27,355,67
Spinach,2023-04-27,107,70
Beans,2023-04-27,428,45
Apple,2023-04-27,236,101
Banana,2023-04-27,455,62
Mango,2023-04-27,149,34
Orange,2023-04-27,441,84
Papaya,2023-04-27,163,69
Grapes,2023-04-27,470,15
Tomato,2023-04-28,73,23
Potato,2023-04-28,178,57
Onion,2023-04-28,336,32
Carrot,2023-04-28,307,10
Cabbage,2023-04-28,402,118
Brinjal,2023-04-28,94,38
Cauliflower,2023-04-28,256,111
Spinach,2023-04-28,168,93
Beans,2023-04-28,443,60
Apple,2023-04-28,298,61
Banana,2023-04-28,384,114
Mango,2023-04-28,421,117
